FechaCierre,Descripcion,Estado,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,EmailResponsablePago,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario
2025-10-14 15:00:00,MANT. PL. ELEV. DENAVI SUR Y JUAN PABLO II,,,,,,,,,,,,
2025-10-15 11:49:00,SUMINISTRO BAJADAS DE SUERO NORMALES Y FOTOSENSIBLES,,,,,,,,,,,,
2025-11-03 15:01:00,CONVENIO DE SUMINISTRO DE INSUMOS TRAUMATOLOGICOS,,,,,,,,,,,,
2025-10-08 15:00:00,Convenio de suministros Bajadas de Infusión Estándar Monacal para bombas de perfusión peridural en comodato,,,,,,,,,,,,
2025-10-06 15:01:00,BASES TEC. Y ADM. PPTA 8-25 INSUMOS TMT EQUIPO I,,,,,,,,,,,,
2025-10-13 15:31:00,BASES ADM Y TEC PPTA 58-25 ARRIENDO CONTAINERS,,,,,,,,,,,,
2025-10-10 10:06:00,CONVENIO SUMINISTROS INSUMOS DESECHABLES UCA,,,,,,,,,,,,
2025-10-21 16:36:00,BASES Tec y Adm PPTA 57-25 SERVICIO TRASLADO SIMPL,,,,,,,,,,,,
2025-10-06 15:00:00,“SERVICIO DE ECOCARDIOGRAMAS DOPPLER CON INFORMES,,,,,,,,,,,,
2025-10-20 15:00:00,SERVICIO DE LABORATORIO DE ORTODONCIA,,,,,,,,,,,,
2025-10-07 16:30:00,CONV SUMINISTRO DE MEDICAMENTOS GASTROINTESTINALES,,,,,,,,,,,,
2025-10-08 12:30:00,CONVENIO SUMINISTRO SONDAS FOLEY,,,,,,,,,,,,
2025-10-07 12:30:00,CONVENIO SUMINISTRO TUBOS ENDOTRAQUEALES,,,,,,,,,,,,
2025-10-10 12:00:00,SERVICIO DE MANTENCION EQUIPO DE RAYO X,,,,,,,,,,,,
2025-10-15 12:30:00,CONVENIO SUMINISTRO DE AGUJAS Y JERINGAS,,,,,,,,,,,,
2025-10-10 12:00:00,CONVENIO DE SUMINISTRO BOLSAS DE BASURA ,,,,,,,,,,,,
2025-10-10 12:00:00,CONVENIO SUM. MATERIALES FERRETERIA Y CONSTRUCCION,,,,,,,,,,,,
2025-10-14 12:00:00,CONTROL DE PLAGAS SANITIZACION Y ESTANQUE DE AGUA,,,,,,,,,,,,
2025-10-06 17:00:00,CONVENIO SUMINISTRO DE PRODUCTOS ROTISERIA,,,,,,,,,,,,
2025-10-06 15:15:00,SUMINISTRO DE ALCOHOLES JABONES Y ANTISÉPTICOS,,,,,,,,,,,,
2025-10-06 15:00:00,ADQUISICIÓN DE INSUMOS PARA UNIDAD DE HEMODINAMIA,,,,,,,,,,,,
2025-10-09 15:00:00,ADQUISICIÓN DE CATÉTER VASCULAR PARA EL HSJ.,,,,,,,,,,,,
2025-10-10 15:00:00,SERVICIO DE TRASLADO DE PERSONAL CLÍNICO PARA HSJ,,,,,,,,,,,,
2025-10-14 15:00:00,ADQ DE MEDICAMENTOS INYECTABLES VARIOS,,,,,,,,,,,,
2025-10-06 15:00:00,ADQUISICIÓN DE INSUMOS PARA UNIDAD DE UROLOGIA HSJ,,,,,,,,,,,,
2025-10-15 15:00:00,ADQUISICIÓN REACTIVOS PARA PRUEBAS QUIMICAS HSJ.,,,,,,,,,,,,
2025-10-13 15:01:00,ADQ MEDICAMENTOS VARIOS III PARA EL HOSPITAL SAN JOSÉ,,,,,,,,,,,,
2025-10-16 15:00:00,ADQUISICIÓN REACTIVOS PARA DETERMINACIÓN HSJ.,,,,,,,,,,,,
2025-10-22 15:00:00,SUMINISTRO DE INSUMOS PARA ARTROSCOPIAS DE HOMBRO,,,,,,,,,,,,
2025-10-09 15:01:00,SERVICIO DE RETIRO MANEJO TRATAMIENTO Y DISPOSIC,,,,,,,,,,,,
2025-10-24 15:00:00,ADQ SULFASALAZINA 500MG PARA EL HOSPITAL SAN JOSÉ,,,,,,,,,,,,
2025-10-14 15:00:00,ADQUISICIÓN DE TRANSDUCTOR DE PRESIÓN PARA EL HSJ,,,,,,,,,,,,
2025-10-10 15:00:00,SERV. DE INST. ARRIENDO Y RETIRO DE MODULAR SERV U,,,,,,,,,,,,
2025-10-20 15:00:00,SUMINISTRO E INSTALACIÓN DE GRIFERÍAS ELECTRÓNICAS Y LAVAMANOS CLÍNICOS,,,,,,,,,,,,
2025-10-29 15:00:00,SUMINISTRO DE PRÓTESIS DE HOMBRO CON MOTOR E INSTRUMENTAL PARA SU USO,,,,,,,,,,,,
2025-10-21 15:00:00,SUMINISTRO DE BAJADAS ENTERALES CON EQUIPAMIENTO,,,,,,,,,,,,
2025-10-15 15:00:00,ADQ. DE KIT DE DRENAJE PARA NEUMOTORAX CON EL EQUI,,,,,,,,,,,,
2025-10-22 15:00:00,ADQ MEDICAMENTOS VARIOS II PARA EL HOSPITAL SAN JOSÉ,,,,,,,,,,,,
2025-10-16 15:00:00,ADQ. DE ESPUMAS HIDROFÍLICAS PARA EL HSJ,,,,,,,,,,,,
2025-10-15 18:00:00,Tratamiento Ambulatorio intensivo adolescentes,,,,,,,,,,,,
2025-10-06 15:00:00,ADQUISICIÓN DE PROTESIS TRANSTIBIAL DEPORTIVA,,,,,,,,,,,,
2025-10-13 15:01:00,CONSTR.CESFAM ALTIPLANO NORTE - CLASE LABORATORIO CLINICO Y ODONTOLOGIA,,,,,,,,,,,,
2025-10-21 15:00:00,PROY. CESFAM ALT NORT VALLENAR CLASE APOYO INSRUM,,,,,,,,,,,,
2025-10-13 15:01:00,REP. Y ADQ. DE EQUIPOS PLAN NACIONAL DEL CANCER II,,,,,,,,,,,,
2025-10-09 16:00:00,SERVICIOS MEDICO ATENCION ADULTO SERV. URGENCIA,,,,,,,,,,,,
2025-10-09 20:00:00,Servicios de Profesionales Médicos con Especialidad en Pediatría para cobertura de Residencia Neonatal ,,,,,,,,,,,,
2025-10-09 16:00:00,SERVICIOS CIRUJANOS ESPECIALIDAD EN CIRUGIA,,,,,,,,,,,,
2025-10-09 16:00:00,Servicio de Profesionales Médicos Subespecialidad en Medicina Intensiva o Especialidad Medicina Interna Anestesia o Urgenciologia con formación Certificada en Medicina Intensiva para la Unidad de Paciente Crítico,,,,,,,,,,,,
2025-10-09 16:00:00,Servicios de Profesionales médicos Anestesiólogos para apoyo de Pabellón Quirúrgico de Servicio ,,,,,,,,,,,,
2025-10-09 16:00:00,SERVICIOS MEDICOS ESPECIALIDAD OBSTETRICIA Y GINECOLOGIA,,,,,,,,,,,,
2025-10-06 20:00:00,Serv. de Mant. Extintor Red Húmeda - Recarga Extintor,,,,,,,,,,,,
2025-10-13 15:01:00,SUMINISTRO DE ALBUMINA 20% PARA EL HPH,,,,,,,,,,,,
2025-10-10 15:01:00,MATERIALES DE INJERTO INSUMOS E INSTRUMENTALES,,,,,,,,,,,,
2025-10-13 15:01:00,SUMINISTRO DE PREPARADOS MAGISTRALES,,,,,,,,,,,,
2025-10-13 15:01:00,SUMINISTRO DE PREPARADOS MAGISTRALES REFRIGERADOS,,,,,,,,,,,,
2025-10-13 15:01:00,SUMINISTRO PCR MICROARRAY CON EQUIPO EN COMODATO,,,,,,,,,,,,
2025-10-14 15:01:00,SUMINISTRO TEST RAPIDO PARA LABORATORIO,,,,,,,,,,,,
2025-10-06 17:23:00,COMPRA DE MEDICAMENTOS E INSUMOS CLINICOS PARA REPOSICION FARMACIA HOSPITAL DE HUASCO,,,,,,,,,,,,
2025-10-10 17:44:00,CONVENIO DE SUMINISTRO DE INSUMOS DE ASEO CON DISPENSADORES,,,,,,,,,,,,
2025-10-13 15:01:00,COMPRA DE CANASTAS OFTALMOLOGICAS INTEGRALES,,,,,,,,,,,,
2025-10-07 12:14:00,Servicios guardias de seguridad,,,,,,,,,,,,
2025-10-06 15:00:00,Contratación servicios profesionales para realizar fondo de ojo.,,,,,,,,,,,,
2025-10-08 17:33:00,Compra de reactivos e insumos para laboratorio,,,,,,,,,,,,
2025-10-16 16:00:00,FARMACOS PARA FARMACIA AMBULATORIA,,,,,,,,,,,,
2025-10-13 15:01:00,Adquisicion licencias ofimaticas y correo electronico,,,,,,,,,,,,
2025-10-07 15:00:00,SERVICIOS SOPORTE A PLATAFORMA VMWARE-VEEAM-EMC-VS,,,,,,,,,,,,
2025-10-07 15:00:00,CONTRATACIÓN POR 18 MESES DEL SEGURO AUTOMOTRIZ PARA LA DOTACION DE VEHICULOS Y CARROS DE ARRASTRE DEL SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA,,,,,,,,,,,,
2025-10-13 15:01:00,LICENCIA PERPETUA PIX4D MAPPER PRO PARA DRON,,,,,,,,,,,,
2025-10-06 17:35:00,CONTRATACIÓN DEL SERVICIO DE NORMALIZACIÓN DE SALA CUNA Y JARDÍN INFANTIL AYELÉN CONCEPCIÓN,,,,,,,,,,,,
2025-10-09 11:11:00,CONSTRUCCIÓN SALA CUNA Y JARDÍN INFANTIL VILLA EVANGELISTA SAN PEDRO DE LA PAZ,,,,,,,,,,,,
2025-10-20 15:30:00,EJECUCIÓN OBRAS DE PAVIMENTACIÓN AGUAS LLUVIAS Y RECEPCIÓN DE LA OBRA SALA CUNA Y JARDÍN INFANTIL LAS GALAXIAS HUALQUI,,,,,,,,,,,,
2025-10-20 17:30:00,Contratación Servicio Cine Móvil Región los Lagos,,,,,,,,,,,,
2025-10-08 15:30:00,Red de Comunicaciones para el SEA,,,,,,,,,,,,
2025-10-09 15:30:00,Servicio de Telefonía IP para el Nivel Central SEA,,,,,,,,,,,,
2025-10-13 15:01:00,DIPLOMA DE ESPECIALIZACIÓN EN GESTIÓN DE RIESGOS,,,,,,,,,,,,
2025-10-16 15:00:00,ESTIMACIÓN DE VIAJES DE TURISMO INTERNO PERÍODO 2025–2026 RECTIFICACIONES Y CARACTERIZACIÓN,,,,,,,,,,,,
2025-10-07 15:00:00,ADQUISICION CAMION LIMPIA FOSAS COMUNA DE RAUCO,,,,,,,,,,,,
2025-10-21 13:19:00,CONSULTORIA: ELABORACIÓN DE LOS ANTECEDENTES PARA LA CONFORMACIÓN DE ÁREAS METROPOLITANAS EN LA REGIÓN DEL MAULE,,,,,,,,,,,,
2025-10-06 16:00:00,LE-4058 Consultoría Aseguramiento Calidad Software,,,,,,,,,,,,
2025-10-09 16:00:00,LE-4051 Servicio de Courier,,,,,,,,,,,,
2025-10-20 16:00:00,LP-4033 Adquisición de equipamiento especializado,,,,,,,,,,,,
2025-10-20 16:00:00,LP-3943 Renovación de licencias de Service Desk,,,,,,,,,,,,
2025-10-13 16:00:00,LE-4100 Adquisición de workstation y desktop,,,,,,,,,,,,
2025-10-23 16:00:00,LP-4096 Licencias desarrollo seguro de software,,,,,,,,,,,,
2025-11-04 16:00:00,LR-4008 Implementación Modernización Renta Cloud,,,,,,,,,,,,
2025-10-06 16:00:00,LP-4023 Servicios de consultoría en materia de per,,,,,,,,,,,,
2025-10-14 14:00:00,consultoría para el desarrollo del plan de monitoreo y evaluación de largo plazo para el proyecto “Apoyo a la Estrategia Chilena de Transporte Sostenible - CLETS,,,,,,,,,,,,
2025-10-08 16:00:00,Suscripciones Adobe Acrobat Pro Gob,,,,,,,,,,,,
2025-10-09 15:08:00,SERVICIO EXTERNO DE MOVILIZACIÓN,,,,,,,,,,,,
2025-10-13 19:51:00,SERV. EXTERNO DE EX. DE IMAGENOLOGÍA DIAGNOSTICA,,,,,,,,,,,,
2025-10-06 15:00:00,Servicios de aseo y limpieza Provincia de Chiloé,,,,,,,,,,,,
2025-10-06 15:30:00,Servicios Eléctricos Laboratorio Quellón,,,,,,,,,,,,
2025-10-13 16:17:00,Servicios de Capacitación para  funcionarios.,,,,,,,,,,,,
2025-10-10 15:30:00,Insumos clínicos 27 plan de compras 2025,,,,,,,,,,,,
2025-10-10 17:30:00,Insumos clínicos 28 plan de compras 2025,,,,,,,,,,,,
2025-10-06 17:00:00,PROYECTO CONSERVACIÓN INFRAESTRUCTURA REDES DE GASES CLÍNICOS HOSPITAL LLAY LLAY – RRFF,,,,,,,,,,,,
2025-10-06 16:00:00,SFR - SUMINISTRO DE BOLSAS DE OSTOMÍA RECORTABLES,,,,,,,,,,,,
2025-10-13 16:00:00,NRB-SERV. PROF.Y ADMIN. DE APOYO PARA ACTIVIDADES ,,,,,,,,,,,,
2025-10-13 16:00:00,JLG - DETERMINACIONES PESQUINA NEONATAL AMPLIADA FLUOROMETRIA,,,,,,,,,,,,
2025-10-10 17:01:00,MJC-AGUJAS FISTULAS Y FILTROS DE HEMODIALISIS,,,,,,,,,,,,
2025-10-06 16:00:00,DGC - SUMINISTRO DE INSUMOS PARA MÁQUINA REENVASADORA FARHOS,,,,,,,,,,,,
2025-10-16 17:00:00,DGC - SUMINISTRO DE PREPARACIONES DE QUIMIOTERAPIA CON DROGA INCLUIDA,,,,,,,,,,,,
2025-10-06 16:00:00,PSG - SUMINISTRO DE PROTESIS ENDOVASCULAR ANEURISMA AORTOILIACO,,,,,,,,,,,,
2025-10-10 17:00:00,MJC-INSUMOS PERITONEO DIALISIS,,,,,,,,,,,,
2025-10-21 16:00:00,SFR - INTRODUCTOR MARCAPASO Y SONDA,,,,,,,,,,,,
2025-10-06 17:00:00,MJC-PAQUETE DE ANESTESIA REGIONAL DESECHABLE,,,,,,,,,,,,
2025-10-06 17:00:00,DGC - SERVICIOS MEDICOS PARA ACTIVIDADES CLINICAS QUE ASEGUREN LA CONTINUIDAD DE LOS SERVICIOS URGENCIA III,,,,,,,,,,,,
2025-10-06 16:00:00,JLG - SERV. MEDICOS ACT. CLINICAS URGENCIAS,,,,,,,,,,,,
2025-10-06 16:00:00,JVV - SERVICIOS MEDICOS PARA ACTIVIDADES CLINICAS URGENCIAS I,,,,,,,,,,,,
2025-10-06 16:00:00,SFR - SERV MED PARA ACT CLINIC HOSPITALIZADOS II,,,,,,,,,,,,
2025-10-06 17:00:00,MJC-SER.MED. ACTI.CLINICAS SERV HOSPITALIZADOS III,,,,,,,,,,,,
2025-10-06 16:00:00,PSG - SERV MED PARA ACT CLINIC HOSPITALIZADOS I,,,,,,,,,,,,
2025-10-10 17:00:00,SFR - SONDAS PARA NEONATOLOGÍA,,,,,,,,,,,,
2025-10-21 16:00:00,MJC-SUMINISTRO INSUMOS DIALISIS PERITONEAL,,,,,,,,,,,,
2025-10-07 16:00:00,DGC - SUMINISTRO DE BEZAFIBRATO 400 MG CM,,,,,,,,,,,,
2025-10-22 16:00:00,DFR - “SERVICIO DE CONSULTAS Y CIRUGIAS OFTALMOLÓG,,,,,,,,,,,,
2025-10-13 16:00:00,FMM - SERV. DE MANTENCIÓN PREV. Y CORR. DE TEST DE ESFUERZO,,,,,,,,,,,,
2025-10-13 16:00:00,FMM - PROCEDIMIENTOS DE ENFERMERÍA PARA U. DE GASTROENTEROLOGÍA,,,,,,,,,,,,
2025-10-22 16:00:00,CCV - SERVICIO DE HOSPITALIZACIÓN PACIENTES PEDIÁTRICOS CRÓNICOS VENTILADOS,,,,,,,,,,,,
2025-10-22 16:00:00,WFS - MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CÁM,,,,,,,,,,,,
2025-10-06 19:30:00,SS TRASLADO EN AMBULANCIA CON CAMILLA BARIÁTRICA,,,,,,,,,,,,
2025-10-10 17:00:00,SERVICIO DE PERSONAL ADMINISTRATIVO Y AUXILIARES,,,,,,,,,,,,
2025-10-10 17:00:00,SERVICIO DE MC Y MP PARA AMBULANCIAS DEL HTA,,,,,,,,,,,,
2025-10-22 17:00:00,SERVICIO DE ASEO NO CLÍNICO,,,,,,,,,,,,
2025-10-13 15:01:00,SUMINISTRO DE BAJADAS Y JERINGAS ENTERAL RTH,,,,,,,,,,,,
2025-10-13 17:00:00,SERVICIO DE HABILITACIÓN SALÓN MULTIUSO CESFAM PVI,,,,,,,,,,,,
2025-10-13 16:00:00,SERVICIO DE TRANSPORTE DE PERSONAS DAS Y USO,,,,,,,,,,,,
2025-10-28 11:00:00,P.124-2025 “REPOSICIÓN CESFAM VILLA ALEGRE PEDRO PASTOR ARAYA TEMUCO”,,,,,,,,,,,,
2025-10-24 15:30:00,P. 185-2025 “SERVICIO DE PROVISIÓN PERSONAL DE APOYO PARA RECOLECCIÓN DE RESIDUOS SÓLIDOS DOMICILIARIOS Y ASIMILABLES DE LA COMUNA DE TEMUCO”,,,,,,,,,,,,
2025-10-06 16:00:00,P. 198-2025 “CONTRATO DE SUMINISTRO PARA SERVICIO DE DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS INERTES”,,,,,,,,,,,,
2025-10-06 15:30:00,P. 230-2025 “CONTRATO DE SUMINISTRO PARA DISEÑO DE VEREDAS TEMUCO”,,,,,,,,,,,,
2025-10-29 17:00:00,P.227-2025 VEHICULO DE SEGURIDAD PUBLICA BARRIO NORTE - PROYECTO CODIGO BIP N°40037419-0,,,,,,,,,,,,
2025-10-13 15:15:00,P.223-2025 MANTENCIÓN DE LA RED DE SEMÁFOROS BALIZAS Y OTROS DE LA COMUNA DE TEMUCO,,,,,,,,,,,,
2025-10-10 17:00:00,P.233-2025 SERVICIO DE INTERNET PARA JARDINES INFANTILES VTF DE LA MUNICIPALIDAD DE TEMUCO,,,,,,,,,,,,
2025-11-03 15:30:00,P. 242-2025 “CONCESIÓN  APARCADERO MUNICIPAL”,,,,,,,,,,,,
2025-10-08 11:00:00,P.255-2025 SERVICIO DE PRODUCCIÓN DE EVENTOS PARA EL DESARROLLO DE LA EXPO FLORES EN PRO DE LA SUSTENTABILIDAD,,,,,,,,,,,,
2025-10-10 17:00:00,S12-25/DIRECCION DE TURISMO/MUSEO FERROVIARIO/PROVISION E INSTALACION DE CANALETAS AGUAS LLUVIAS MUSEO FERROVIARIO,,,,,,,,,,,,
2025-10-09 17:00:00,S00-25/DIRECCION DE PERSONAS/DEPTO BIENESTAR MUNICIPAL/SERVICIO DE EVENTO CEREMONIA DE PREMIACION AÑOS DE SERVICIO,,,,,,,,,,,,
2025-10-07 18:09:00,COMPRA DE SERVICIOS DE MÉDICO POR 30 PRESTACIONES EJECUTADAS DESDE OCTUBRE 2025 PARA HOSPITAL DE SALAMANCA,,,,,,,,,,,,
2025-10-07 18:49:00,"COMPRA DE SERVICIO DE ODONTÓLOGO/A PARA EL HOSPITAL DE SALAMANCA, PARA EL PROGRAMA SEMBRANDO SONRISAS 2025, 2DO SEMESTRE",,,,,,,,,,,,
2025-10-07 20:07:00,CONTRATACIÓN DE CIRUJANO/A DENTISTA PARA AUDITORIA DE PROGRAMAS MAS SONRISAS PARA CHILE Y ODONTOLÓGICO INTEGRAL DEL HOMBRE (OIH) 2025,,,,,,,,,,,,
2025-10-15 17:00:00,SUMINISTRO DE ASEO,,,,,,,,,,,,
2025-10-06 15:00:00,SERVICIO DE ARRIENDO DE AMBULANCIA CAE NHQ,,,,,,,,,,,,
2025-10-15 19:00:00,SECADORA INDUSTRIAL- BOMBAS DE CO2 Y CAMPÍMETRO,,,,,,,,,,,,
2025-11-03 15:01:00,SERVICIO DE DIÁLISIS PERITONEAL ADULTO,,,,,,,,,,,,
2025-10-13 15:01:00,EXÁMENES PET-CT,,,,,,,,,,,,
2025-10-06 16:00:00,MEJORAMIENTO DE CUBIERTA Y BALL JUZGADO DE TALTAL,,,,,,,,,,,,
2025-10-13 16:00:00,MEJORAMIENTO DE PINTURAS JUZGADO DE TALTAL,,,,,,,,,,,,
2025-10-21 16:00:00,PROY. ELÉCTRICO TRIBUNAL DE LETRAS DE TOCOPILLA,,,,,,,,,,,,
2025-10-20 15:00:00,REPARACIÓN DE ESTRUCTURAS Y REDES,,,,,,,,,,,,
2025-10-10 16:00:00,REPARACIÓN EN EQUIPOS DE CLIMA,,,,,,,,,,,,
2025-10-24 14:00:00,PROYECTO DE CONSERVACIÓN PARA TRIBUNALES,,,,,,,,,,,,
2025-10-24 14:00:00,PROYECTO DE CONSERVACIÓN – JUZGADO GARANTÍA RENGO,,,,,,,,,,,,
2025-10-07 15:00:00,Servicio de transporte JL YUNGAY,,,,,,,,,,,,
2025-10-13 15:30:00,HABILITACIÓN OFICINAS CERRADAS Y BAÑOS CAPJ ZONAL,,,,,,,,,,,,
2025-11-03 15:01:00,PRESTACIONES MÉDICAS CIRUGIA TRAUMATOLOGIA RODILLA,,,,,,,,,,,,
2025-10-09 15:00:00,SERVICIO DE MEJORA INSTALACIONES CLIMATIZADAS ACTUALES DE LA UNIDAD SEDILE,,,,,,,,,,,,
2025-11-03 15:01:00,PRESTACIONES MÉDICAS DE CIRUGÍAS DE TRAUMATOLOGÍA ESPECIALIDAD CADERA,,,,,,,,,,,,
2025-10-15 15:00:00,SUMINISTRO DE INSUMOS PARA PROCEDIMIENTOS AUTOMATIZADOS PARA ANÁLISIS INMUNOHEMATOLÓGICOS,,,,,,,,,,,,
2025-10-14 15:00:00,SERVICIOS DE HOGAR PROTEGIDO PARA PERSONAS CON DISCAPACIDAD DE CAUSA PSÍQUICA ÁREA QUILLOTA,,,,,,,,,,,,
2025-10-21 15:00:00,ADQUISICIÓN DE INSUMOS DE TRAUMATOLOGÍA CLAVÍCULA DE BAJO PERFIL BLOQUEADAS,,,,,,,,,,,,
2025-10-21 15:00:00,ADQUISICIÓN DE INSUMOS DE TRAUMATOLOGÍA PLACA BLOQUEADA POLIAXIAL HUMERO PROXIMAL,,,,,,,,,,,,
2025-10-06 19:52:00,Insumos odontológicos para procedimientos clínicos,,,,,,,,,,,,
2025-10-10 15:34:00,Construccion de 24 soluciones habitaciones ,,,,,,,,,,,,
2025-10-06 15:00:00,SERV. ESTUDIO CASOS BENCHMARK INTERNAC.DISEÑO INST,,,,,,,,,,,,
2025-10-06 15:01:00,PRODUCCIÓN ENCUENTRO ROCKODROMO INDUSTRIA 2025,,,,,,,,,,,,
2025-10-17 12:00:00,ADQUISICIÓN LIBROS PARA BIBLIOTECAS DEL PAIS 2024,,,,,,,,,,,,
2025-10-07 12:00:00,SERV. PROD DEL ENCUENTRO NAC. ECOSISTEMAS CREATIVO,,,,,,,,,,,,
2025-10-06 15:01:00,SERVICIOS DE PROCESAMIENTO Y DIFUSIÓN DE DATOS,,,,,,,,,,,,
2025-10-06 15:01:00,GESTIÓN PROD.E IMPLEM. ACOMPAÑAMIENTO ACCIONA,,,,,,,,,,,,
2025-10-06 15:01:00,IMPRESIÓN DISTRIBUCIÓN ANTOLOGIA ZAMBRA Y MISTRAL,,,,,,,,,,,,
2025-10-06 15:01:00,E1O2RT9 INICIATIVAS DE PROFESIONALIZACIÓN.,,,,,,,,,,,,
2025-10-06 15:01:00,IMPLEMENTACIÓN DE UN PRODUCTO MÍNIMO VIABLE MVP,,,,,,,,,,,,
2025-10-07 12:00:00,CREACIÓN DE CONTENIDO AUDIOVISUAL UNIDAD PUBLICOS,,,,,,,,,,,,
2025-10-16 12:00:00,PROD.ORGANIZACIÓN E IMPLEMENTAC. CAACI E IBERMEDIA,,,,,,,,,,,,
2025-10-07 12:00:00,ALOJAMIENTO ALIMENTACION CONVENCION NAC COQUIMBO,,,,,,,,,,,,
2025-10-07 12:00:00,PROD.INTEGRAL REALIZACIÓN XIX CONVENCION CULTURA,,,,,,,,,,,,
2025-10-10 12:00:00,PRODUCCIÓN - CAPACITACIÓN PATRIMONIO BIBLIOGRÁFICO,,,,,,,,,,,,
2025-10-13 15:01:00,MES DE LA MUSICA CHILENA 2025,,,,,,,,,,,,
2025-10-22 12:00:00,PROVISIÓN ESTRUCT. Y EQUIP.TECNICO ROCKODROMO 2025,,,,,,,,,,,,
2025-10-24 12:00:00,PRE Y PRODUC FESTIVAL INTERNACIONAL DEL COMIC 2026,,,,,,,,,,,,
2025-10-24 15:30:00,Const. hitos de acceso LLico Rumena y Pta Lavapie,,,,,,,,,,,,
2025-10-14 15:30:00,Reposición Iluminación Plaza de Armas de Arauco.,,,,,,,,,,,,
2025-10-16 15:30:00,Bacheo Varios  Sectores de la Comuna de  Arauco.,,,,,,,,,,,,
2025-10-06 15:30:00,SERVICIO DE 05 CAPACITACIONES PARA DISAM,,,,,,,,,,,,
2025-10-06 15:30:00,ADQUISICION DE KIT DE CAMAS Y CAMAROTES,,,,,,,,,,,,
2025-10-06 15:30:00,Mantención de Equipos de OTORRINOLOGIA,,,,,,,,,,,,
2025-10-06 15:30:00,ADQUISICIÓN DE 30 LICENCIAS MICROSOFT OFFICE 365 BUSINESS STANDARD,,,,,,,,,,,,
2025-10-06 15:30:00,ADQUISICIÓN DE INSUMOS MÉDICOS,,,,,,,,,,,,
2025-10-09 15:30:00,Servicio de alimentación y recinto,,,,,,,,,,,,
2025-10-09 15:30:00,ALIMENTACIÓN,,,,,,,,,,,,
2025-10-13 15:30:00,ADQUISICION DE “MATERIAL DIDACTICO DIDECO”.,,,,,,,,,,,,
2025-10-27 16:00:00,SERVICIOS DE DEFENSA PENAL PENITENCIARIA OHIGGINS,,,,,,,,,,,,
2025-10-27 16:00:00,SERVICIOS DE DEFENSA PENAL  OHIGGINS,,,,,,,,,,,,
2025-10-27 16:00:00,SERVICIO DEFENSA PENAL DG - REGION DE LOS LAGOS   ,,,,,,,,,,,,
2025-10-27 16:00:00,SERVICIO DEFENSA PENAL D.I. - REGION DE LOS LAGOS,,,,,,,,,,,,
2025-10-08 09:00:00,MANTENCIONES REPUESTOS  Y REPARACIONES VEHICULOS,,,,,,,,,,,,
2025-10-13 19:30:00,Show artístico Vigésima Fiesta del Cordero 2025,,,,,,,,,,,,
2025-10-09 17:00:00,Concesión BAR Fiesta del Cordero 2025,,,,,,,,,,,,
2025-10-13 16:30:00,Alarmas Comunitarias para un Litueche más seguro,,,,,,,,,,,,
2025-10-07 16:00:00,SERVICIO PROFESIONAL DE PSICOLOGO  PARA REALIZAR EVALUACIONES PSICOLABORALES,,,,,,,,,,,,
2025-10-22 18:51:00,CONTRATO DE SUMINISTRO DE SERVICIOS DE MANTENCIÓN PREVENTIVA Y CORRECTIVA DE VEHÍCULOS NEUMÁTICOS Y CAMBIO DE ACEITES Y FILTROS,,,,,,,,,,,,
2025-10-06 15:01:00,ORTODONCIA PREVENTIVA E INTERCEPTIVA EN APS,,,,,,,,,,,,
2025-10-09 12:30:00,FORTALECIMIENTO DE COMPETENCIAS LINGÜÍSTICAS,,,,,,,,,,,,
2025-10-13 15:30:00,PRODUCCIÓN II CONGRESO PEDAGÓGICO,,,,,,,,,,,,
2025-10-14 17:24:00,confección trajes térmicos y primeras capas,,,,,,,,,,,,
2025-10-06 15:00:00,ROPA TERMICA INSTITUCIONAL - D.R.A PUNTA ARENAS,,,,,,,,,,,,
2025-10-20 15:00:00,Reemplazo techumbre Oficina Provincial Junaeb Valp,,,,,,,,,,,,
2025-10-17 15:00:00,Servicio de internet para hogar Insular Junaeb,,,,,,,,,,,,
2025-10-10 15:00:00,SERVICIOS RADIOGRAFIAS APOYO AREA TRAUMATOLOGIA,,,,,,,,,,,,
2025-10-09 15:00:00,SERVICIO INTERNET SATELITAL PARA HOGAR CUNAQUITO,,,,,,,,,,,,
2025-10-07 15:00:00,Lentes Ópticos Región de La Araucanía,,,,,,,,,,,,
2025-11-28 15:00:00,Lentes Ópticos  Dirección Regional metropolitana,,,,,,,,,,,,
2025-10-06 15:00:00,HABILITACIÓN CERCADO OSORNO,,,,,,,,,,,,
2025-10-09 16:00:00,ADQUISICIÓN DE 09 VEHÍCULOS DOBLE CABINA 4X2,,,,,,,,,,,,
2025-10-07 14:00:00,Servicio de implementación de persiana vertical,,,,,,,,,,,,
2025-10-07 14:05:00,servicio de mantenimiento extintores,,,,,,,,,,,,
2025-10-14 15:00:00,Compra e instalación de 26 aires acondicionados,,,,,,,,,,,,
2025-10-06 16:01:00,DESARROLLO Y DIVERSIFICACIÓN DE OFERTA TURÍSTICA,,,,,,,,,,,,
